Video name,Unique ID,GuidId,Notification,Exercise Name,Age Suitability,Goal,Primary Category,Body Region,Equipments,Fitness Level,Physical limitation,Sets,Reps,RPE,Rest intervals,Health benefit,Steps to perform,Safety cue,MET value,is_not_suitable_for,Tags,,,
,,,,Pendulum Swing,All Ages,Weight Maintenance,Activation/Mobility,Full,Bodyweight,Beginner,Shoulder pain (general),2,8–10,6–7,30–45 sec,Enhances spinal flexibility and gently stretches posterior chain,"1. Stand tall and shift your weight onto one foot.
2. Slightly bend the standing knee and swing the free leg forward and backward like a pendulum.
3. Control the motion from the hips and keep your torso upright.
4. Switch legs and repeat the same swinging motion.",Hinge from the hips and roll down vertebra by vertebra with soft knees,2,,Warm up,,,
,,,,Sumo Squats,40-59,Weight Loss,Strength,Lower,Bodyweight,Beginner,Hip stiffness / limited hip mobility,3,10–12,6–7,30–60 sec,Promotes hip mobility and coordination through controlled leg movement,"1. Stand with feet wider than shoulder-width and toes turned slightly outward.
2. Brace your core and push your hips back as you bend your knees to lower into a squat.
3. Keep your chest lifted and knees tracking over your toes until thighs are parallel or comfortably lower.
4. Press through your heels to return to standing and squeeze your glutes at the top.",Engage the core and keep shoulders relaxed as you draw each knee to the chest,3,,Main workout,,,
,,,,Low-Impact Jacks (Legs Only),60+,Weight Maintenance,Cardio,Lower,Bodyweight,Beginner,Limited single-leg balance,3,10–12,6–7,30–45 sec,Increases joint mobility and encourages gentle momentum control,"1. Stand tall with feet together and hands resting at your sides.
2. Step your right foot out to the right while keeping your left foot planted.
3. Bring your right foot back to center and immediately step your left foot out to the left.
4. Continue alternating side steps at a brisk, controlled pace.",Control the swing with your core and avoid using momentum from the torso,2,,Warm up/Main workout,,,
,,,,Cross-Body Shoulder Stretch,40-59,Weight Gain,Flexibility / Stretching,Upper,Bodyweight,Beginner,Limited shoulder range of motion,3,20–30 sec hold per side,7–8,60–90 sec,Strengthens glutes and adductors while improving hip mobility,"1. Sit or stand tall and raise one arm to shoulder height.
2. Bring the raised arm across your chest and use the opposite hand to gently pull it closer to your torso.
3. Hold the stretch and then switch arms.",Keep knees tracking over toes and maintain an upright chest,4.5,,Cooldown,,,
,,,,Single Leg Balance (Eyes Open),All Ages,Weight Loss,Balance & Stability,Lower,Bodyweight,Beginner,Limited single-leg balance,3,20–30,7–8,30–45 sec,Improves coordination and elevates heart rate with minimal joint impact,"1. Stand tall and shift weight onto one foot with eyes open.
2. Lift the opposite foot a few inches off the floor and keep hips level.
3. Engage your core and fix your gaze on a point to maintain balance.
4. Lower the lifted foot back down and repeat on the other leg.",Land softly with a slight bend in the knees to absorb impact,3.5,,Main workout,,,
,,,,Isometric External Rotation (Wall),60+,Weight Maintenance,Activation/Mobility,Upper,Bodyweight,Beginner,Rotator cuff weakness / instability,2,10–12,6–7,30–45 sec,Increases shoulder range of motion and relieves posterior tightness,"1. Stand beside a wall and bend your elbow to 90 degrees with your forearm against the wall.
2. Press the back of your hand outward into the wall without moving your elbow.
3. Hold the isometric contraction for the chosen time, then relax and switch arms.",Keep the shoulder down and avoid twisting the torso as you pull across,4,,Warm up,,,
,,,,Side Step Touches,All Ages,Weight Maintenance,Cardio,Lower,Bodyweight,Beginner,Limited single-leg balance,3,8–12,6–7,30–60 sec,Builds rotator cuff strength and supports shoulder stability during activities,"1. Stand with feet hip-width apart and knees slightly bent.
2. Step one foot to the side and shift your weight onto that foot.
3. Bring the other foot to meet the lead foot and lightly touch it.
4. Repeat the lateral steps back and forth, alternating the leading foot.",Keep the elbow tucked at your side and avoid shrugging the shoulder,2.3,Hypertension,Warm up/Main workout,,,
,,,,Neck Side Bend Stretch,40-59,Weight Loss,Flexibility / Stretching,Upper,Bodyweight,Beginner,Neck pain,3,20–30 sec hold per side,7–8,60–90 sec,Enhances glute activation and hip stability while challenging core coordination,"1. Sit or stand tall with shoulders relaxed.
2. Keep your spine neutral and look straight ahead.
3. Gently tilt your right ear toward your right shoulder until you feel a mild stretch on the left side of your neck.
4. Hold for a comfortable count, return to center, and repeat on the opposite side.",Squeeze glutes and keep hips level as you alternate legs,3,"Hypertension, Coronary Artery Disease",Cooldown,,,
,,,,Tandem Walk (Forward),60+,Weight Loss,Balance & Stability,Lower,Bodyweight,Beginner,Limited single-leg balance,3,20–30,6–7,30–45 sec,Improves lateral mobility and coordination with low impact cardiovascular engagement,"1. Stand tall with one foot directly in front of the other, heel touching toe.
2. Keep your gaze forward and arms relaxed at your sides.
3. Take slow, controlled steps by placing each heel directly in front of the opposite toe while maintaining balance.
4. Continue forward for several steps, then turn and repeat leading with the other foot.",Keep a slight knee bend and lead each step with hips and chest facing forward,3.5,,Main workout,,,
,,,,Scapular Retraction (Standing),All Ages,Weight Gain,Activation/Mobility,Upper,Bodyweight,Beginner,Poor posture (rounded shoulders / forward head),3,3–4,6–7,30–60 sec,Improves neck mobility and soft tissue flexibility,"1. Stand tall with feet hip-width apart and arms relaxed by your sides.
2. Draw your shoulder blades straight back and down without shrugging.
3. Squeeze the shoulder blades together and hold the contraction for a brief count.
4. Release slowly and repeat for the desired number of repetitions.",Keep the spine long and gently guide the head with the opposite hand,2,,Warm up,,,
,,,,Dead Bug (Arms Crossed),40-59,Weight Maintenance,Strength,Core,Bodyweight,Beginner,Reduced core stability,3,10–20,6–7,30–45 sec,Challenges dynamic balance and gait stability through narrow base walking,"1. Lie on your back with knees bent, feet flat, and arms crossed over your chest.
2. Draw your navel toward your spine, press your lower back to the floor, and lift both knees to tabletop.
3. Slowly extend one leg toward the floor until it is just above the ground while keeping arms crossed and the other knee bent.
4. Return the extended leg to tabletop, then repeat the same controlled motion with the other leg.",Place each foot heel to toe and control each step with steady posture,2.8,Sarcopenia,Main workout,,,
,,,,Seated Forward Fold,All Ages,Weight Loss,Flexibility / Stretching,Core,Bodyweight,Beginner,Lower back pain (non-specific),3,20–30 sec hold per side,7–8,60–90 sec,Improves core stability and coordination while minimizing spinal loading,"1. Sit on the floor with legs straight and feet flexed, and sit tall through the spine.
2. Hinge forward from your hips and reach your hands toward your feet while keeping the spine long.
3. Hold the position where you feel a stretch, relax your shoulders, and breathe steadily.",Maintain a neutral spine and move limbs slowly without arching the lower back,2.8,,Cooldown,,,
,,,,Stork Stance (Wall Support),40-59,Weight Loss,Balance & Stability,Lower,Bodyweight,Beginner,Limited single-leg balance,3,12–15,6–7,30–45 sec,Activates anterior lower leg muscles and supports controlled gait mechanics,"1. Stand facing a wall, place your hands lightly on it for support, and shift weight onto one foot.
2. Lift the other foot and press its sole against the standing leg's inner calf or inner thigh.
3. Engage your core, keep hips level, and maintain an upright chest while using the wall for balance.
4. Hold the stance steadily, then switch legs and repeat the same steps.",Keep chest lifted and hinge slightly from the hips as you press the heel down,2.6,,Main workout,,,
,,,,Thoracic Extension (Wall),60+,Weight Maintenance,Activation/Mobility,Upper,Bodyweight,Beginner,Thoracic stiffness (upper-back rigidity),3,2–3,6–7,30–60 sec,Increases hamstring and lower back flexibility and promotes relaxed breathing,"1. Stand with your mid and upper back against a wall and feet hip-width apart.
2. Interlace your fingers behind your head and draw your chin slightly toward your chest.
3. Anchor your lower ribs and gently press your upper back into the wall as you lift your chest and squeeze your shoulder blades.
4. Hold the lifted position briefly, then return to neutral and repeat.",Lengthen the spine on the inhale and hinge from the hips as you fold,4,,Warm up,,,
,,,,Lateral Lunges,All Ages,Weight Gain,Strength,Lower,Bodyweight,Beginner,Knee pain (general / chronic),3,6–8,6–7,30–60 sec,Develops single leg balance and ankle proprioception with wall assistance,"1. Stand tall with feet hip-width apart and hands at your hips.
2. Take a wide step to the right and bend the right knee while keeping the left leg straight.
3. Push your hips back and keep your chest upright as you lower until the right thigh is parallel or comfortable.
4. Press through the right heel to return to center and repeat on the left side.",Maintain controlled movement and proper alignment throughout,4,"Hypertension, Coronary Artery Disease",Main workout,,,
,,,,Marching in Place (Arms Down),40-59,Weight Maintenance,Cardio,Lower,Bodyweight,Beginner,Limited single-leg balance,3,10–12,6–7,30–60 sec,Improves upper back mobility and encourages better thoracic posture,"1. Stand tall with feet hip-width apart and arms relaxed at your sides.
2. Lift your right knee toward hip height while swinging the opposite arm naturally, then lower.
3. Alternate knees at a steady pace and maintain an upright posture.",Open through the chest and extend the upper spine while keeping the neck neutral,4,,Warm up/Main workout,,,
,,,,Hip Hinge (Good Morning),60+,Weight Gain,Strength,Lower,Bodyweight,Beginner,Lower back pain (non-specific),3,8–12,7–8,60–90 sec,Enhances lateral hip strength and balance,"1. Stand with feet hip-width apart and place hands behind your head.
2. Hinge at the hips by pushing your butt back while keeping a neutral spine.
3. Lower your torso until it is near parallel to the floor or you feel a hamstring stretch.
4. Drive your hips forward and squeeze your glutes to return to standing.",Sit hips back and keep chest tall with knee aligned over the foot,5,,Main workout,,,
,,,,Elbow Squeeze (Rhomboids),All Ages,Weight Loss,Activation/Mobility,Upper,Bodyweight,Beginner,Poor posture (rounded shoulders / forward head),3,8–12,6–7,30–60 sec,Improves low impact cardiovascular fitness and hip flexor activation,"1. Lie face down with knees slightly apart and elbows bent by your sides.
2. Pull your shoulder blades together and squeeze your elbows toward each other.
3. Hold the squeeze briefly while keeping your neck neutral and chest slightly lifted.
4. Slowly relax your shoulder blades and return your elbows to the starting position.",Keep spine tall and engage core while landing softly on each foot,3,,Warm up,,,
